pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_dens,st_denserr1,st_denserr2,st_denslim,ra,dec,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2
HATS-76 b,HATS-76,1,1,1,Transit,Published Confirmed,0,1.94164230000,0.00000140000,-0.00000140000,0,0.0265800000,0.0002100000,-0.0002900000,0,12.09449018,0.34747840,-0.34747840,0,835.57088200,28.28672822,-28.28672822,0,Mass,2.580000,0.230000,-0.230000,0,0.062000,,,1,129.8000,3.5850,-3.5850,0,939.80,6.70,-6.70,0,88.24000,0.59000,-0.59000,0,4016.00,17.00,-17.00,0,0.625900,0.007900,-0.007900,0,0.662000,0.016000,-0.021000,0,0.3220,0.0650,-0.0490,0,[Fe/H],-1.03810,0.01354,-0.01397,0,4.665000,0.016000,-0.016000,0,3.800000,0.170000,-0.170000,0,70.3397665,-32.3204175,18.0880000,0.1820000,-0.1820000,16.6800000,0.2000000,-0.2000000,15.7942000,0.0006230,-0.0006230,14.8570000,0.0074629,-0.0074629
HATS-77 b,HATS-77,1,1,1,Transit,Published Confirmed,0,3.08762620000,0.00000160000,-0.00000160000,0,0.0360700000,0.0002500000,-0.0002500000,0,13.05846252,0.23538859,-0.23538859,0,436.69623122,31.78284070,-23.51930212,0,Mass,1.077000,0.112000,-0.081000,0,0.045000,,,1,78.3700,2.1650,-2.1650,0,828.30,5.90,-5.90,0,88.44000,0.27000,-0.27000,0,4071.00,13.00,-13.00,0,0.642800,0.006600,-0.006600,0,0.655000,0.014000,-0.014000,0,0.2530,0.0390,-0.0390,0,[Fe/H],-0.99183,0.01177,-0.01210,0,4.638000,0.014000,-0.014000,0,3.480000,0.170000,-0.120000,0,149.8236672,-27.3928174,17.7160000,0.0000000,0.0000000,16.1950000,0.2290000,-0.2290000,15.7364000,0.0011410,-0.0011410,14.9181000,0.0080000,-0.0080000
HD 136352 b,HD 136352,1,1,3,Radial Velocity,Published Confirmed,0,11.57797000000,0.00008000000,-0.00013000000,0,0.0964000000,0.0028000000,-0.0028000000,0,1.66400000,0.04300000,-0.04300000,0,4.72000000,0.42000000,-0.42000000,0,Mass,5.623888,0.716770,-0.661634,0,0.000000,,,0,111.6000,7.3000,-6.8000,0,905.00,14.00,-14.00,0,88.49000,0.17000,-0.15000,0,5664.00,61.00,-61.00,0,1.058000,0.019000,-0.019000,0,0.870000,0.040000,-0.040000,0,-0.2400,0.0500,-0.0500,0,[M/H],0.01620,0.02401,-0.02541,0,4.390000,0.110000,-0.110000,0,1.034813,0.074721,-0.074721,0,230.4401147,-48.3188174,6.2820000,0.0210000,-0.0210000,5.6500000,0.0300000,-0.0300000,5.4849500,0.0015675,-0.0015675,5.0494000,0.0062000,-0.0062000
HD 136352 c,HD 136352,1,1,3,Radial Velocity,Published Confirmed,0,27.59221000000,0.00011000000,-0.00011000000,0,0.1721000000,0.0050000000,-0.0050000000,0,2.91600000,0.07500000,-0.07300000,0,11.24000000,0.65000000,-0.63000000,0,Mass,2.497668,0.248113,-0.226058,0,0.000000,,,0,35.1000,2.3000,-2.1000,0,677.00,11.00,-11.00,0,88.57100,0.04200,-0.04500,0,5664.00,61.00,-61.00,0,1.058000,0.019000,-0.019000,0,0.870000,0.040000,-0.040000,0,-0.2400,0.0500,-0.0500,0,[M/H],0.01620,0.02401,-0.02541,0,4.390000,0.110000,-0.110000,0,1.034813,0.074721,-0.074721,0,230.4401147,-48.3188174,6.2820000,0.0210000,-0.0210000,5.6500000,0.0300000,-0.0300000,5.4849500,0.0015675,-0.0015675,5.0494000,0.0062000,-0.0062000
HD 136352 d,HD 136352,1,1,3,Radial Velocity,Published Confirmed,0,107.24500000000,0.05000000000,-0.05000000000,0,0.4250000000,0.0120000000,-0.0120000000,0,2.56200000,0.08800000,-0.07900000,0,8.82000000,0.93000000,-0.92000000,0,Mass,2.878108,0.430062,-0.396980,0,0.000000,,,0,5.7400,0.3800,-0.3500,0,431.00,7.00,-7.00,0,89.73000,0.14000,-0.09000,0,5664.00,61.00,-61.00,0,1.058000,0.019000,-0.019000,0,0.870000,0.040000,-0.040000,0,-0.2400,0.0500,-0.0500,0,[M/H],0.01620,0.02401,-0.02541,0,4.390000,0.110000,-0.110000,0,1.034813,0.074721,-0.074721,0,230.4401147,-48.3188174,6.2820000,0.0210000,-0.0210000,5.6500000,0.0300000,-0.0300000,5.4849500,0.0015675,-0.0015675,5.0494000,0.0062000,-0.0062000
HD 1397 b,HD 1397,1,1,1,Transit,Published Confirmed,0,11.53533000000,0.00079000000,-0.00080000000,0,0.1097000000,0.0011000000,-0.0013000000,0,11.50043400,0.28022500,-0.30264300,0,131.89945000,6.35660000,-6.35660000,0,Mass,0.477000,0.043000,-0.038000,0,0.251000,0.020000,-0.019000,0,356.0000,12.0000,-12.0000,0,1228.30,10.00,-9.90,0,88.99000,0.67000,-0.73000,0,5521.00,60.00,-60.00,0,2.336000,0.052000,-0.059000,0,1.324000,0.042000,-0.046000,0,0.2900,0.0900,-0.0900,0,[Fe/H],0.65992,0.01403,-0.01548,0,3.823000,0.020000,-0.020000,0,0.147000,0.010000,-0.010000,0,4.4471631,-66.3589285,8.4740000,0.0000000,0.0000000,7.7900000,0.0300000,-0.0300000,7.5933600,0.0002780,-0.0002780,7.1062000,0.0060000,-0.0060000
HD 17156 b,HD 17156,1,1,1,Radial Velocity,Published Confirmed,0,21.21642940000,0.00000610000,-0.00000610000,0,0.1632000000,0.0027000000,-0.0027000000,0,12.26262489,0.34747840,-0.33626942,0,1036.12060682,34.96112477,-34.96112477,0,Mass,3.080000,0.260000,-0.230000,0,0.677200,0.004500,-0.004400,0,68.8000,3.9000,-3.2000,0,888.00,12.00,-11.00,0,86.51000,0.37000,-0.34000,0,6046.00,76.00,-72.00,0,1.517000,0.038000,-0.036000,0,1.285000,0.064000,-0.062000,0,0.2080,0.0580,-0.0580,0,[Fe/H],0.44091,0.02891,-0.02095,0,4.184000,0.024000,-0.024000,0,0.517000,0.039000,-0.035000,0,42.4366123,71.7530882,8.7800000,0.0260000,-0.0260000,8.1700000,0.0300000,-0.0300000,8.0329800,0.0003500,-0.0003500,7.6353000,0.0060000,-0.0060000
HD 191939 b,HD 191939,1,1,6,Transit,Published Confirmed,0,8.88032560000,0.00000470000,-0.00000470000,0,0.0804000000,0.0025000000,-0.0023000000,0,3.41000000,0.07500000,-0.07500000,0,10.00000000,0.70000000,-0.70000000,0,Mass,1.400000,0.150000,-0.130000,0,0.031000,0.010000,-0.011000,0,100.0000,7.0000,-7.0000,0,880.00,20.00,-20.00,0,88.10000,0.14000,-0.10000,0,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,[Fe/H],-0.18709,0.01316,-0.01357,0,4.300000,0.100000,-0.100000,0,1.370000,0.110000,-0.110000,0,302.0256247,66.8503014,9.7200000,0.0380000,-0.0380000,8.9700000,0.0300000,-0.0300000,8.7747600,0.0002380,-0.0002380,8.2929000,0.0060000,-0.0060000
HD 191939 c,HD 191939,1,1,6,Transit,Published Confirmed,0,28.57974300000,0.00004500000,-0.00004500000,0,0.1752000000,0.0055000000,-0.0050000000,0,3.19500000,0.07500000,-0.07500000,0,8.00000000,1.00000000,-1.00000000,0,Mass,1.350000,0.200000,-0.200000,0,0.034000,0.034000,-0.013000,0,21.0000,1.4000,-1.4000,0,600.00,13.00,-13.00,0,89.10000,0.06000,-0.08000,0,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,[Fe/H],-0.18709,0.01316,-0.01357,0,4.300000,0.100000,-0.100000,0,1.370000,0.110000,-0.110000,0,302.0256247,66.8503014,9.7200000,0.0380000,-0.0380000,8.9700000,0.0300000,-0.0300000,8.7747600,0.0002380,-0.0002380,8.2929000,0.0060000,-0.0060000
HD 191939 d,HD 191939,1,1,6,Transit,Published Confirmed,0,38.35303700000,0.00006000000,-0.00006000000,0,0.2132000000,0.0065000000,-0.0061000000,0,2.99500000,0.07000000,-0.07000000,0,2.80000000,0.60000000,-0.60000000,0,Mass,0.570000,0.130000,-0.130000,0,0.031000,0.018000,-0.012000,0,14.3000,1.0000,-1.0000,0,540.00,11.00,-11.00,0,89.49000,0.05000,-0.08000,0,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,[Fe/H],-0.18709,0.01316,-0.01357,0,4.300000,0.100000,-0.100000,0,1.370000,0.110000,-0.110000,0,302.0256247,66.8503014,9.7200000,0.0380000,-0.0380000,8.9700000,0.0300000,-0.0300000,8.7747600,0.0002380,-0.0002380,8.2929000,0.0060000,-0.0060000
HD 20329 b,HD 20329,1,1,1,Transit,Published Confirmed,0,0.92611800000,0.00005000000,-0.00004300000,0,0.0180000000,0.0003000000,-0.0003000000,0,1.72000000,0.07000000,-0.07000000,0,7.42000000,1.09000000,-1.09000000,0,Mass,8.060000,1.530000,-1.530000,0,0.000000,,,0,3474.0000,124.0000,-124.0000,0,2141.00,27.00,-27.00,0,76.01000,0.46000,-0.46000,0,5596.00,50.00,-50.00,0,1.130000,0.020000,-0.020000,0,0.900000,0.050000,-0.050000,0,-0.0700,0.0600,-0.0600,0,[Fe/H],0.04922,0.00232,-0.00233,0,4.400000,0.070000,-0.070000,0,0.880000,0.068000,-0.068000,0,49.1781240,15.6563542,9.4300000,0.0845222,-0.0845222,8.7600000,0.0120000,-0.0120000,8.5908900,0.0002720,-0.0002720,8.1359000,0.0060000,-0.0060000
HD 219134 b,HD 219134,1,1,6,Radial Velocity,Published Confirmed,0,3.09292600000,0.00001000000,-0.00001000000,0,0.0387600000,0.0004700000,-0.0004700000,0,1.60200000,0.05500000,-0.05500000,0,4.74000000,0.19000000,-0.19000000,0,Mass,6.340000,0.720000,-0.720000,0,0.000000,,,0,176.2000,5.5000,-5.5000,0,1015.00,8.00,-8.00,0,85.05000,0.09000,-0.09000,0,4699.00,16.00,-16.00,0,0.778000,0.005000,-0.005000,0,0.810000,0.030000,-0.030000,0,0.1100,0.0400,-0.0400,0,[Fe/H],-0.57741,0.00813,-0.00829,0,4.567000,0.018000,-0.018000,0,2.438000,0.103000,-0.103000,0,348.3372026,57.1696255,6.5850000,0.0180000,-0.0180000,5.5691100,0.0230000,-0.0230000,5.2402000,0.0022257,-0.0022257,4.6278000,0.0065000,-0.0065000
HD 219134 c,HD 219134,1,1,6,Radial Velocity,Published Confirmed,0,6.76458000000,0.00033000000,-0.00033000000,0,0.0653000000,0.0008000000,-0.0008000000,0,1.51100000,0.04700000,-0.04700000,0,4.36000000,0.22000000,-0.22000000,0,Mass,6.950000,0.770000,-0.770000,0,0.062000,0.039000,-0.039000,0,62.1000,1.9000,-1.9000,0,782.00,6.00,-6.00,0,87.28000,0.10000,-0.10000,0,4699.00,16.00,-16.00,0,0.778000,0.005000,-0.005000,0,0.810000,0.030000,-0.030000,0,0.1100,0.0400,-0.0400,0,[Fe/H],-0.57741,0.00813,-0.00829,0,4.567000,0.018000,-0.018000,0,2.438000,0.103000,-0.103000,0,348.3372026,57.1696255,6.5850000,0.0180000,-0.0180000,5.5691100,0.0230000,-0.0230000,5.2402000,0.0022257,-0.0022257,4.6278000,0.0065000,-0.0065000
HD 23472 b,HD 23472,1,1,5,Transit,Published Confirmed,0,17.66708700000,0.00004200000,-0.00004200000,0,0.1162000000,0.0018000000,-0.0018000000,0,2.00000000,0.11000000,-0.10000000,0,8.32000000,0.78000000,-0.79000000,0,Mass,6.150000,1.200000,-1.000000,0,0.072000,0.039000,-0.040000,0,16.0000,1.8000,-1.6000,0,543.00,18.00,-18.00,0,88.93000,0.16000,-0.16000,0,4684.00,99.00,-99.00,0,0.710000,0.020000,-0.020000,0,0.670000,0.030000,-0.030000,0,-0.2000,0.0500,-0.0500,0,[Fe/H],-0.62525,0.02665,-0.02840,0,4.530000,0.080000,-0.080000,0,2.706866,0.253769,-0.253769,0,55.4590314,-62.7672667,10.6940000,0.0000000,0.0000000,9.7300000,0.0300000,-0.0300000,9.3847600,0.0002270,-0.0002270,8.7513000,0.0060000,-0.0060000
HD 23472 c,HD 23472,1,1,5,Transit,Published Confirmed,0,29.79749000000,0.00013000000,-0.00014000000,0,0.1646000000,0.0024000000,-0.0024000000,0,1.87000000,0.12000000,-0.11000000,0,3.41000000,0.88000000,-0.81000000,0,Mass,3.100000,1.000000,-0.840000,0,0.063000,0.054000,-0.043000,0,7.9600,0.8700,-0.7800,0,467.00,19.00,-18.00,0,89.09500,0.08900,-0.07300,0,4684.00,99.00,-99.00,0,0.710000,0.020000,-0.020000,0,0.670000,0.030000,-0.030000,0,-0.2000,0.0500,-0.0500,0,[Fe/H],-0.62525,0.02665,-0.02840,0,4.530000,0.080000,-0.080000,0,2.706866,0.253769,-0.253769,0,55.4590314,-62.7672667,10.6940000,0.0000000,0.0000000,9.7300000,0.0300000,-0.0300000,9.3847600,0.0002270,-0.0002270,8.7513000,0.0060000,-0.0060000
HD 23472 d,HD 23472,1,1,5,Transit,Published Confirmed,0,3.97664000000,0.00003000000,-0.00004400000,0,0.0429800000,0.0006300000,-0.0006500000,0,0.75000000,0.06700000,-0.05700000,0,0.55000000,0.21000000,-0.20000000,0,Mass,7.500000,3.900000,-3.100000,0,0.070000,0.050000,-0.047000,0,117.0000,13.0000,-11.0000,0,909.00,35.00,-32.00,0,87.95000,1.20000,-0.87000,0,4684.00,99.00,-99.00,0,0.710000,0.020000,-0.020000,0,0.670000,0.030000,-0.030000,0,-0.2000,0.0500,-0.0500,0,[Fe/H],-0.62525,0.02665,-0.02840,0,4.530000,0.080000,-0.080000,0,2.706866,0.253769,-0.253769,0,55.4590314,-62.7672667,10.6940000,0.0000000,0.0000000,9.7300000,0.0300000,-0.0300000,9.3847600,0.0002270,-0.0002270,8.7513000,0.0060000,-0.0060000
HD 23472 e,HD 23472,1,1,5,Transit,Published Confirmed,0,7.90754000000,0.00011000000,-0.00011000000,0,0.0680000000,0.0010000000,-0.0010000000,0,0.81800000,0.08000000,-0.06500000,0,0.72000000,0.28000000,-0.27000000,0,Mass,7.500000,3.900000,-3.000000,0,0.070000,0.052000,-0.047000,0,46.7000,5.1000,-4.6000,0,723.00,28.00,-25.00,0,88.63000,0.80000,-0.56000,0,4684.00,99.00,-99.00,0,0.710000,0.020000,-0.020000,0,0.670000,0.030000,-0.030000,0,-0.2000,0.0500,-0.0500,0,[Fe/H],-0.62525,0.02665,-0.02840,0,4.530000,0.080000,-0.080000,0,2.706866,0.253769,-0.253769,0,55.4590314,-62.7672667,10.6940000,0.0000000,0.0000000,9.7300000,0.0300000,-0.0300000,9.3847600,0.0002270,-0.0002270,8.7513000,0.0060000,-0.0060000
HD 23472 f,HD 23472,1,1,5,Transit,Published Confirmed,0,12.16218390000,0.00012000000,-0.00009900000,0,0.0906000000,0.0014000000,-0.0014000000,0,1.13700000,0.08400000,-0.07700000,0,0.77000000,0.44000000,-0.40000000,0,Mass,3.000000,2.000000,-1.600000,0,0.070000,0.048000,-0.051000,0,26.3000,2.9000,-2.6000,0,630.00,27.00,-23.00,0,88.81000,0.58000,-0.32000,0,4684.00,99.00,-99.00,0,0.710000,0.020000,-0.020000,0,0.670000,0.030000,-0.030000,0,-0.2000,0.0500,-0.0500,0,[Fe/H],-0.62525,0.02665,-0.02840,0,4.530000,0.080000,-0.080000,0,2.706866,0.253769,-0.253769,0,55.4590314,-62.7672667,10.6940000,0.0000000,0.0000000,9.7300000,0.0300000,-0.0300000,9.3847600,0.0002270,-0.0002270,8.7513000,0.0060000,-0.0060000
HD 260655 b,HD 260655,1,1,2,Transit,Published Confirmed,0,2.76953000000,0.00003000000,-0.00003000000,0,0.0293300000,0.0002400000,-0.0002400000,0,1.24000000,0.02300000,-0.02300000,0,2.14000000,0.34000000,-0.34000000,0,Mass,6.200000,1.000000,-1.000000,0,0.039000,0.043000,-0.023000,0,42.2000,0.7000,-0.7000,0,709.00,4.00,-4.00,0,87.35000,0.14000,-0.14000,0,3803.00,10.00,-10.00,0,0.439000,0.003000,-0.003000,0,0.439000,0.011000,-0.011000,0,-0.4300,0.0400,-0.0400,0,[Fe/H],-1.43997,0.00215,-0.00216,0,5.200000,0.070000,-0.070000,0,7.300000,0.460000,-0.430000,0,99.2915429,17.5662696,11.0410000,0.0760000,-0.0760000,9.6300000,0.1000000,-0.1000000,8.8760410,0.0005540,-0.0005540,7.8986300,0.0076437,-0.0076437
HD 260655 c,HD 260655,1,1,2,Transit,Published Confirmed,0,5.70588000000,0.00007000000,-0.00007000000,0,0.0474900000,0.0003900000,-0.0003900000,0,1.53300000,0.05100000,-0.04600000,0,3.09000000,0.48000000,-0.48000000,0,Mass,4.700000,0.900000,-0.800000,0,0.038000,0.036000,-0.022000,0,16.1000,0.3000,-0.3000,0,557.00,3.00,-3.00,0,87.79000,0.08000,-0.08000,0,3803.00,10.00,-10.00,0,0.439000,0.003000,-0.003000,0,0.439000,0.011000,-0.011000,0,-0.4300,0.0400,-0.0400,0,[Fe/H],-1.43997,0.00215,-0.00216,0,5.200000,0.070000,-0.070000,0,7.300000,0.460000,-0.430000,0,99.2915429,17.5662696,11.0410000,0.0760000,-0.0760000,9.6300000,0.1000000,-0.1000000,8.8760410,0.0005540,-0.0005540,7.8986300,0.0076437,-0.0076437
HD 5278 b,HD 5278,1,1,2,Transit,Published Confirmed,0,14.33915600000,0.00004900000,-0.00004700000,0,0.1202000000,0.0013000000,-0.0013000000,0,2.45000000,0.05000000,-0.05000000,0,7.80000000,1.50000000,-1.40000000,0,Mass,2.900000,0.600000,-0.500000,0,0.080000,0.090000,-0.050000,0,132.0000,5.0000,-5.0000,0,943.00,13.00,-13.00,0,89.27000,0.47000,-0.48000,0,6203.00,64.00,-64.00,0,1.194000,0.017000,-0.016000,0,1.126000,0.036000,-0.035000,0,-0.1200,0.0400,-0.0400,0,[Fe/H],0.28035,0.01456,-0.01201,0,4.500000,0.110000,-0.110000,0,0.931895,0.054983,-0.521636,0,12.5467785,-83.7437671,8.4590000,0.0250000,-0.0250000,7.9400000,0.0300000,-0.0300000,7.8037500,0.0002700,-0.0002700,7.4371000,0.0060000,-0.0060000
K2-216 b,K2-216,1,1,1,Transit,Published Confirmed,0,2.17480000000,0.00005000000,-0.00005000000,0,0.0280000000,0.0030000000,-0.0070000000,0,1.75000000,0.17000000,-0.10000000,0,8.00000000,1.60000000,-1.60000000,0,Mass,8.200000,2.800000,-2.200000,0,0.000000,,,0,248.0000,220.0000,-48.0000,0,1103.00,180.00,-56.00,0,86.90000,2.20000,-4.00000,0,4503.00,69.00,-69.00,0,0.720000,0.030000,-0.030000,0,0.700000,0.030000,-0.030000,0,0.0000,0.0700,-0.0700,0,[Fe/H],-0.72125,0.02228,-0.02348,0,4.570000,0.090000,-0.090000,0,2.300000,0.800000,-1.400000,0,11.4802354,6.3470302,13.5630000,0.0240000,-0.0240000,12.4030000,0.1030000,-0.1030000,12.0576000,0.0002070,-0.0002070,11.3750000,0.0060000,-0.0060000
K2-3 b,K2-3,1,1,3,Transit,Published Confirmed,0,10.05465350000,0.00000880000,-0.00000910000,0,0.0747000000,0.0013000000,-0.0012000000,0,2.07800000,0.07600000,-0.06700000,0,5.11000000,0.65000000,-0.64000000,0,Mass,3.110000,0.490000,-0.460000,0,0.107000,0.057000,-0.059000,0,10.5000,1.0000,-1.0000,0,501.30,5.10,-5.20,0,89.40000,0.34000,-0.22000,0,3844.00,61.00,-63.00,0,0.546000,0.018000,-0.016000,0,0.549000,0.029000,-0.027000,0,-0.1570,0.0750,-0.0800,0,[Fe/H],-1.23136,0.01312,-0.01429,0,4.704000,0.023000,-0.026000,0,4.780000,0.370000,-0.400000,0,172.3353708,-1.4551364,13.5270000,0.0400000,-0.0400000,12.1680000,0.0090000,-0.0090000,11.4785000,0.0009590,-0.0009590,10.5459000,0.0072768,-0.0072768
K2-3 c,K2-3,1,1,3,Transit,Published Confirmed,0,24.64672900000,0.00004400000,-0.00004200000,0,0.1357000000,0.0023000000,-0.0022000000,0,1.58200000,0.05700000,-0.05100000,0,2.68000000,0.85000000,-0.85000000,0,Mass,3.700000,1.200000,-1.200000,0,0.048000,0.073000,-0.035000,0,3.1700,0.3000,-0.3000,0,371.80,3.80,-3.90,0,89.84000,0.11000,-0.14000,0,3844.00,61.00,-63.00,0,0.546000,0.018000,-0.016000,0,0.549000,0.029000,-0.027000,0,-0.1570,0.0750,-0.0800,0,[Fe/H],-1.23136,0.01312,-0.01429,0,4.704000,0.023000,-0.026000,0,4.780000,0.370000,-0.400000,0,172.3353708,-1.4551364,13.5270000,0.0400000,-0.0400000,12.1680000,0.0090000,-0.0090000,11.4785000,0.0009590,-0.0009590,10.5459000,0.0072768,-0.0072768
K2-329 b,K2-329,1,1,1,Transit,Published Confirmed,0,12.45512250000,0.00000310000,-0.00000310000,0,0.1016000000,0.0018000000,-0.0019000000,0,8.67576600,0.29143400,-0.26901600,0,82.63580000,6.35660000,-6.99226000,0,Mass,0.694000,0.070000,-0.072000,0,0.069700,0.041000,-0.040000,0,45.7000,2.2000,-1.6000,0,650.00,53.00,-70.00,0,89.22000,0.11000,-0.09000,0,5282.00,40.00,-39.00,0,0.822000,0.026000,-0.024000,0,0.901000,0.048000,-0.049000,0,0.0980,0.0650,-0.0700,0,[Fe/H],-0.32514,0.02929,-0.02650,0,4.566000,0.013000,-0.021000,0,2.300000,0.120000,-0.160000,0,351.1353785,-5.1641451,13.5420000,0.0700000,-0.0700000,12.6970000,0.0800000,-0.0800000,12.4462000,0.0003490,-0.0003490,11.9039000,0.0061000,-0.0061000
KELT-12 b,KELT-12,1,1,1,Transit,Published Confirmed,0,5.03162300000,0.00003200000,-0.00003100000,0,0.0670800000,0.0009700000,-0.0013000000,0,19.95202000,1.90553000,-1.79344000,0,301.93850000,44.49620000,-44.49620000,0,Mass,0.209000,0.071000,-0.053000,0,0.000000,,,0,1749.0000,235.0000,-213.0000,0,1800.00,57.00,-57.00,0,84.47000,1.10000,-0.95000,0,6279.00,51.00,-51.00,0,2.370000,0.170000,-0.170000,0,1.591000,0.070000,-0.093000,0,0.1900,0.0840,-0.0850,0,[Fe/H],0.89209,0.06215,-0.06602,0,3.889000,0.051000,-0.050000,0,0.168000,0.035000,-0.028000,0,267.6404906,36.5701761,11.1960000,0.0900000,-0.0900000,10.5850000,0.0060000,-0.0060000,10.4842000,0.0004090,-0.0004090,10.1213000,0.0077000,-0.0077000
KELT-21 b,KELT-21,1,1,1,Transit,Published Confirmed,0,3.61276470000,0.00000330000,-0.00000330000,0,0.0522400000,0.0003500000,-0.0003400000,0,17.77747400,0.43715100,-0.44836000,0,1242.71530000,,,1,Mass,1.240000,,,1,0.000000,,,0,2950.0000,169.0000,-169.0000,0,2051.00,29.00,-30.00,0,86.46000,0.38000,-0.34000,0,7598.00,81.00,-84.00,0,1.638000,0.034000,-0.034000,0,1.458000,0.029000,-0.028000,0,-0.4050,0.0320,-0.0330,0,[Fe/H],0.90472,0.02827,-0.02965,0,4.173000,0.015000,-0.014000,0,0.468000,0.026000,-0.024000,0,304.8000322,32.5810446,10.7630000,0.0820000,-0.0820000,10.4840000,0.0060000,-0.0060000,10.5415000,0.0002780,-0.0002780,10.4219000,0.0061000,-0.0061000
Kepler-111 c,Kepler-111,1,1,2,Transit,Published Confirmed,0,224.77833000000,0.00026000000,-0.00026000000,0,0.7510000000,0.0130000000,-0.0160000000,0,7.08407580,0.25780656,-0.23538859,0,222.47988490,44.49597698,-41.31769291,0,Mass,3.420000,0.820000,-0.720000,0,0.176000,0.080000,-0.085000,0,2.4800,0.2100,-0.1800,0,352.20,6.40,-5.70,0,89.75600,0.01800,-0.02000,0,5914.00,81.00,-82.00,0,1.145000,0.040000,-0.037000,0,1.118000,0.061000,-0.068000,0,0.2370,0.0580,-0.0590,0,[Fe/H],0.15836,0.03197,-0.02771,0,4.369000,0.036000,-0.041000,0,1.050000,0.120000,-0.120000,0,291.6531630,44.6882613,14.3410000,0.0310000,-0.0310000,13.5430000,0.0690000,-0.0690000,13.4192000,0.0002350,-0.0002350,12.9937000,0.0088000,-0.0088000
Kepler-138 b,Kepler-138,1,1,4,Transit,Published Confirmed,0,10.31340000000,0.00030000000,-0.00030000000,0,0.0753000000,0.0006000000,-0.0006000000,0,0.64000000,0.02000000,-0.02000000,0,0.07000000,0.02000000,-0.02000000,0,Mass,1.700000,0.500000,-0.500000,0,0.020000,0.009000,-0.009000,0,9.9000,0.7000,-0.7000,0,452.00,8.00,-9.00,0,88.67000,0.08000,-0.08000,0,3841.00,50.00,-51.00,0,0.535000,0.013000,-0.014000,0,0.535000,0.012000,-0.012000,0,-0.1800,0.1000,-0.1000,0,[Fe/H],-1.25181,0.02996,-0.03218,0,4.710000,0.030000,-0.030000,0,4.900000,0.400000,-0.400000,0,290.3814122,43.2930645,14.6210000,0.0520000,-0.0520000,13.0400000,0.0920000,-0.0920000,12.4715000,0.0002390,-0.0002390,11.5177000,0.0072873,-0.0072873
Kepler-138 c,Kepler-138,1,1,4,Transit,Published Confirmed,0,13.78150000000,0.00007000000,-0.00009000000,0,0.0913000000,0.0007000000,-0.0007000000,0,1.51000000,0.04000000,-0.04000000,0,2.30000000,0.60000000,-0.50000000,0,Mass,3.600000,1.100000,-0.900000,0,0.017000,0.008000,-0.007000,0,6.8000,0.5000,-0.5000,0,410.00,8.00,-8.00,0,89.02000,0.07000,-0.07000,0,3841.00,50.00,-51.00,0,0.535000,0.013000,-0.014000,0,0.535000,0.012000,-0.012000,0,-0.1800,0.1000,-0.1000,0,[Fe/H],-1.25181,0.02996,-0.03218,0,4.710000,0.030000,-0.030000,0,4.900000,0.400000,-0.400000,0,290.3814122,43.2930645,14.6210000,0.0520000,-0.0520000,13.0400000,0.0920000,-0.0920000,12.4715000,0.0002390,-0.0002390,11.5177000,0.0072873,-0.0072873
